Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
LFTYCNP5;journalArticle;2002;Gross, James J.;Emotion regulation: Affective, cognitive, and social consequences;Psychophysiology;;485772;10.1017/S0048577201393198;http://doi.wiley.com/10.1017/S0048577201393198;One of life’s great challenges is successfully regulating emotions. Do some emotion regulation strategies have more to recommend them than others? According to Gross’s ~1998, Review of General Psychology, 2, 271–299! process model of emotion regulation, strategies that act early in the emotion-generative process should have a different profile of consequences than strategies that act later on. This review focuses on two commonly used strategies for down-regulating emotion. The first, reappraisal, comes early in the emotion-generative process. It consists of changing the way a situation is construed so as to decrease its emotional impact. The second, suppression, comes later in the emotiongenerative process. It consists of inhibiting the outward signs of inner feelings. Experimental and individual-difference studies find reappraisal is often more effective than suppression. Reappraisal decreases emotion experience and behavioral expression, and has no impact on memory. By contrast, suppression decreases behavioral expression, but fails to decrease emotion experience, and actually impairs memory. Suppression also increases physiological responding for suppressors and their social partners. This review concludes with a consideration of five important directions for future research on emotion regulation processes.;2002;05/02/2019 16:57;05/02/2019 16:57;05/02/2019 16:57;281-291;;3;39;;;Emotion regulation;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/S62UH5WY/Gross - 2002 - Emotion regulation Affective, cognitive, and soci.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NV8B9AE7;webpage;;;;;;;;https://acs.ist.psu.edu/misc/dirk-files/Papers/Cognition&Emotion/Cognition%20and%20motivation%20in%20emotion..htm;;;05/02/2019 16:57;05/02/2019 16:57;05/02/2019 16:57;;;;;;;;;;;;;;;;;;;;;;;/Users/xander/Zotero/storage/6ZEABMWU/Cognition and motivation in emotion..html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84KVU9U9;journalArticle;2008;Pessoa, Luiz;On the relationship between emotion and cognition;Nature Reviews Neuroscience;;1471-003X, 1471-0048;10.1038/nrn2317;http://www.nature.com/articles/nrn2317;The current view of brain organization supports the notion that there is a considerable degree of functional specialization and that many regions can be conceptualized as either ‘affective’ or ‘cognitive’. Popular examples are the amygdala in the domain of emotion and the lateral prefrontal cortex in the case of cognition. This prevalent view is problematic for a number of reasons. Here, I will argue that complex cognitive–emotional behaviours have their basis in dynamic coalitions of networks of brain areas, none of which should be conceptualized as specifically affective or cognitive. Central to cognitive–emotional interactions are brain areas with a high degree of connectivity, called hubs, which are critical for regulating the flow and integration of information between regions.;2008;05/02/2019 16:58;05/02/2019 16:58;05/02/2019 16:58;148-158;;2;9;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/W899VQM3/Pessoa - 2008 - On the relationship between emotion and cognition.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCTNVEAI;journalArticle;2007;"Ochsner, Kevin N.; Phelps, Elizabeth";Emerging perspectives on emotion–cognition interactions;Trends in Cognitive Sciences;;13646613;10.1016/j.tics.2007.06.008;https://linkinghub.elsevier.com/retrieve/pii/S136466130700157X;;2007;05/02/2019 16:58;05/02/2019 16:58;05/02/2019 16:58;317-318;;8;11;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/55MF4E69/Ochsner and Phelps - 2007 - Emerging perspectives on emotion–cognition interac.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5NMQZ2F7;journalArticle;1999;"Bagozzi, R. P.; Gopinath, M.; Nyer, P. U.";The Role of Emotions in Marketing;Journal of the Academy of Marketing Science;;0092-0703;10.1177/0092070399272005;http://link.springer.com/10.1177/0092070399272005;;1999;05/02/2019 16:58;05/02/2019 16:58;05/02/2019 16:58;184-206;;2;27;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/BFWN567M/Bagozzi et al. - 1999 - The Role of Emotions in Marketing.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T3Z2V3US;journalArticle;2006;"Bartunek, Jean M.; Rousseau, Denise M.; Rudolph, Jenny W.; DePalma, Judith A.";On the Receiving End: Sensemaking, Emotion, and Assessments of an Organizational Change Initiated by Others;The Journal of Applied Behavioral Science;;0021-8863, 1552-6879;10.1177/0021886305285455;http://journals.sagepub.com/doi/10.1177/0021886305285455;;2006;05/02/2019 16:59;05/02/2019 16:59;05/02/2019 16:59;182-206;;2;42;;;On the Receiving End;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/GPI4IEXM/Bartunek et al. - 2006 - On the Receiving End Sensemaking, Emotion, and As.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFTVJ72T;bookSection;2010;Colombetti, Giovanna;Enaction, Sense-Making, and Emotion;Enaction;978-0-262-01460-1;;;http://mitpress.universitypressscholarship.com/view/10.7551/mitpress/9780262014601.001.0001/upso-9780262014601-chapter-6;The theory of autopoiesis is central to the enactive approach. Recent works emphasize that the theory of autopoiesis is a theory of sense-making in living systems, i.e. of how living systems produce and consume meaning. In this chapter I first illustrate (some aspects of) these recent works, and interpret their notion of sense-making as a bodily cognitiveemotional form of understanding. Then I turn to modern emotion science, and I illustrate its tendency to over-intellectualize our capacity to evaluate and understand. I show that this overintellectualization goes hand in hand with the rejection of the idea that the body is a vehicle of meaning. I explain why I think that this over-intellectualization is problematic, and try to reconceptualize the notion of evaluation in emotion theory in a way that is consistent and continuous with the autopoietic notion of sense-making.;2010;05/02/2019 16:59;05/02/2019 22:50;05/02/2019 16:59;144-164;;;;;;;;;;;The MIT Press;;en;;;;;Crossref;;DOI: 10.7551/mitpress/9780262014601.003.0006;;"/Users/xander/Zotero/storage/TJEWYDCV/Colombetti - 2010 - Enaction, Sense-Making, and Emotion.pdf; /Users/xander/Zotero/storage/LPX94T9T/Colombetti - 2010 - Enaction, Sense-Making, and Emotion.pdf";;;;"Stewart, John; Gapenne, Olivier; Di Paolo, Ezequiel A.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3MHKQ9V7;bookSection;2011;Sine, Wesley D.;Organization Science;In Search of Research Excellence;978-1-84980-763-0;;;http://www.elgaronline.com/view/9781849807623.00024.xml;To summarize, this sequence highlights several distinguishing features of sensemaking, including its genesis in disruptive ambiguity, its beginnings in acts of noticing and bracketing, its mixture of retrospect and prospect, its reliance on presumptions to guide action, its embedding in interdependence, and its culmination in articulation that shades into acting thinkingly. Answers to the question “what’s the story?” emerge from retrospect, connections with past experience, and dialogue among people who act on behalf of larger social units. Answers to the question “now what?” emerge from presumptions about the future, articulation concurrent with action, and projects that become increasingly clear as they unfold.;2011;05/02/2019 17:00;05/02/2019 17:00;05/02/2019 17:00;;;;;;;;;;;;Edward Elgar Publishing;;en;;;;;Crossref;;DOI: 10.4337/9781849807630.00024;;/Users/xander/Zotero/storage/T2IC6RYU/Sine - 2011 - Organization Science.pdf;;;;;;;;;"Mitchell, Ronald; Dino, Richard";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NB7C2LCV;journalArticle;;Spillers, Frank;Emotion as a Cognitive Artifact and the Design Implications for Products That are Perceived As Pleasurable;;;;;;Product design that provides aesthetic appeal, pleasure and satisfaction can greatly influence the success of a product. Traditional cognitive approaches to product usability have tended to underestimate or fragment emotion from an understanding of the user experience. Affect, which is inexplicable linked to attitudes, expectations and motivations, plays a significant role in the cognition of product interaction, and therefore can be usefully treated as a design aid. Emotion influences and mediates specific aspects of interaction before, during and after the use of a product. These affective states regularly impact how a user manipulates and explores a user interface in order to support a desired cognitive state.;;05/02/2019 17:00;05/02/2019 17:00;;14;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/L8GWRYTH/Spillers - Emotion as a Cognitive Artifact and the Design Imp.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VZCQYPHU;journalArticle;2008;"Salvatore, Sergio; Venuleo, Claudia";Understanding the Role of Emotion in Sense-making. A Semiotic Psychoanalytic Oriented Perspective;Integrative Psychological and Behavioral Science;;1932-4502, 1936-3567;10.1007/s12124-007-9039-2;http://link.springer.com/10.1007/s12124-007-9039-2;We propose a model of emotion grounded on Matte Blanco’s theory of the unconscious. According to this conceptualization, emotion is a generalized representation of the social context actors are involved in. We discuss how this model can help to understand the sensemaking processes better. For this purpose we present a hierarchical model of sensemaking based on the distinction between significance - the content of the sign - and sense - the psychological value of the act of producing the sign in the given contingence of the social exchange. According to this model, emotion categorization produces the frame of sense regulating the interpretation of the sense of the signs, therefore the psychological value of the sensemaking.;2008;05/02/2019 17:00;05/02/2019 17:00;05/02/2019 17:00;32-46;;1;42;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/L79CLFHW/Salvatore and Venuleo - 2008 - Understanding the Role of Emotion in Sense-making..pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BV9CFIEW;journalArticle;1999;Edwards, Derek;Emotion Discourse;Culture & Psychology;;1354-067X, 1461-7056;10.1177/1354067X9953001;http://journals.sagepub.com/doi/10.1177/1354067X9953001;Discursive psychology is deﬁned and illustrated in terms of how people describe and invoke emotions in everyday talk and text. Materials from counselling sessions and newspaper texts show how emotion descriptions are used in narrative accounts and explanations, both in building and in undermining the sensibility of a person’s actions. It is suggested that, rather than stemming from ﬁxed cognitive scenarios that deﬁne what each emotion word means, emotion discourse deploys a ﬂexible range of oppositions and contrasts that are put to service in the situated rhetoric of description and counter-description, narrative and counter-narrative. The rich variety and situated uses of emotion words and metaphors suggest a set of rhetorical affordances in which different parts or potentials of meaning, even contrasting ones for the same word, may be worked up and deployed. The article works with a tentative list of 10 rhetorical contrasts.;1999;05/02/2019 17:00;05/02/2019 17:00;05/02/2019 17:00;271-291;;3;5;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/9YCZQIE7/Edwards - 1999 - Emotion Discourse.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVPTCLKT;journalArticle;2009;"Colombetti, Giovanna; Torrance, Steve";Emotion and ethics: An inter-(en)active approach;Phenomenology and the Cognitive Sciences;;1568-7759, 1572-8676;10.1007/s11097-009-9137-3;http://link.springer.com/10.1007/s11097-009-9137-3;In this paper we start exploring the affective and ethical dimension of what De Jaegher and Di Paolo (2007) have called ‘participatory sense-making’. In the first part, we distinguish various ways in which we are, and feel, affectively inter-connected in interpersonal encounters. In the second part, we discuss the ethical character of this affective interconnectedness, as well as the implications that taking an ‘inter-(en)active approach’ has for ethical theory itself.;2009;05/02/2019 17:00;05/02/2019 17:00;05/02/2019 17:00;505-526;;4;8;;;Emotion and ethics;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/GAF7RP52/Colombetti and Torrance - 2009 - Emotion and ethics An inter-(en)active approach.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A84WSZ75;journalArticle;2006;"Dougherty, Debbie S.; Drumheller, Kristina";Sensemaking and Emotions in Organizations: Accounting for Emotions in a Rational(ized) Context;Communication Studies;;1051-0974, 1745-1035;10.1080/10510970600667030;http://www.tandfonline.com/doi/abs/10.1080/10510970600667030;;2006;05/02/2019 17:01;05/02/2019 17:01;05/02/2019 17:01;215-238;;2;57;;;Sensemaking and Emotions in Organizations;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/VTV4FP73/Dougherty and Drumheller - 2006 - Sensemaking and Emotions in Organizations Account.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C9QHBDA8;journalArticle;1995;Dennett, Daniel C.;"D <span style=""font-variant:small-caps;"">arwin's</span> D <span style=""font-variant:small-caps;"">angerous</span> I <span style=""font-variant:small-caps;"">dea</span>";The Sciences;;0036861X;10.1002/j.2326-1951.1995.tb03633.x;http://doi.wiley.com/10.1002/j.2326-1951.1995.tb03633.x;;1995;05/02/2019 22:42;05/02/2019 22:42;05/02/2019 22:42;34-40;;3;35;;;"D <span style=""font-variant";;;;;;;en;;;;;Crossref;;;;"/Users/xander/Zotero/storage/DZ3ZFEHZ/Dennett - 1995 - D span style=font-variantsmall-caps;arwin's.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KAZENUU4;journalArticle;1991;Lazarus, Richard S;Progress on a Cognitive-Motivational-Relational Theory of Emotion;American Psychologist;;;;;;1991;05/02/2019 22:42;05/02/2019 22:42;;16;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/SETMZMSH/Lazarus - 1991 - Progress on a Cognitive-Motivational-Relational Th.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUWSLQCP;journalArticle;;"Weiner, Bernard; Russell, Dan; Lerman, David";The Cognition-Emotion Process in Achievement-Related Contexts;;;;;;;;05/02/2019 22:42;05/02/2019 22:42;;10;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/4VV6RRHU/Weiner et al. - The Cognition-Emotion Process in Achievement-Relat.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TSHALMLY;journalArticle;2009;"Thompson, Evan; Stapleton, Mog";Making Sense of Sense-Making: Reflections on Enactive and Extended Mind Theories;Topoi;;0167-7411, 1572-8749;10.1007/s11245-008-9043-2;http://link.springer.com/10.1007/s11245-008-9043-2;"This paper explores some of the differences between the enactive approach in cognitive science and the extended mind thesis. We review the key enactive concepts of autonomy and sense-making. We then focus on the following issues: (1) the debate between internalism and externalism about cognitive processes; (2) the relation between cognition and emotion; (3) the status of the body; and (4) the difference between ‘incorporation’ and mere ‘extension’ in the body-mind-environment relation.";2009;05/02/2019 22:43;05/02/2019 22:43;05/02/2019 22:43;23-30;;1;28;;;Making Sense of Sense-Making;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/9XETQL9T/Thompson and Stapleton - 2009 - Making Sense of Sense-Making Reflections on Enact.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HEDBYC64;journalArticle;2004;Thompson, Evan;Life and mind: From autopoiesis to neurophenomenology. A tribute to Francisco Varela;Phenomenology and the Cognitive Sciences;;1568-7759;10.1023/B:PHEN.0000048936.73339.dd;http://link.springer.com/10.1023/B:PHEN.0000048936.73339.dd;"This talk, delivered at “De l’autopoie`se a` la neurophe´nome´nologie: un hommage a` Francisco Varela; from autopoiesis to neurophenomenology: a tribute to Francisco Varela,” June 18–20, at the Sorbonne in Paris, explicates several links between Varela’s neurophenomenology and his biological concept of autopoiesis.";2004;05/02/2019 22:43;05/02/2019 22:43;05/02/2019 22:43;381-398;;4;3;;;Life and mind;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/KZFAEEQU/Thompson - 2004 - Life and mind From autopoiesis to neurophenomenol.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IKL7VWN9;journalArticle;2000;Schwarz, Norbert;Emotion, cognition, and decision making;Cognition & Emotion;;0269-9931, 1464-0600;10.1080/026999300402745;http://www.tandfonline.com/doi/abs/10.1080/026999300402745;;2000;05/02/2019 22:43;05/02/2019 22:43;05/02/2019 22:43;433-440;;4;14;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/Z7FRKY6E/Schwarz - 2000 - Emotion, cognition, and decision making.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TKVLKF2B;journalArticle;;Geslin, Erik;Processus d'induction d'émotions dans les environnements virtuels et le jeu vidéo;;;;;;;;05/02/2019 23:02;05/02/2019 23:02;;243;;;;;;;;;;;;;fr;;;;;Zotero;;;;/Users/xander/Zotero/storage/PSWCHJVQ/Geslin - Processus d'induction d'émotions dans les environn.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7MEEC3TH;journalArticle;;Kagan, Aaron;An Enactive Theory of Emotion;;;;;;;;06/02/2019 16:29;06/02/2019 16:29;;265;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/SWMQK82Q/Kagan - An Enactive Theory of Emotion.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DRH8V9WE;journalArticle;;Hutto, Daniel D;ENACTIVISM, FROM A WITTGENSTEINIAN POINT OF VIEW;;;;;;;;06/02/2019 16:29;06/02/2019 16:29;;23;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/Y27W95IW/Hutto - ENACTIVISM, FROM A WITTGENSTEINIAN POINT OF VIEW.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4Y4RKIYQ;journalArticle;2017;Kagan, Aaron;"Précis of ""An Enactive Theory of Emotion""";Unpublished;;;10.13140/rg.2.2.36015.12963;http://rgdoi.net/10.13140/RG.2.2.36015.12963;;2017;06/02/2019 16:29;06/02/2019 16:29;06/02/2019 16:29;;;;;;;;;;;;;;en;;;;;DataCite;;;;/Users/xander/Zotero/storage/TFY89WQI/Kagan - 2017 - Précis of An Enactive Theory of Emotion.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QMVVPZDP;journalArticle;2018;"Pekaar, Keri A.; Bakker, Arnold B.; van der Linden, Dimitri; Born, Marise Ph.; Sirén, Heidi J.";Managing own and others' emotions: A weekly diary study on the enactment of emotional intelligence;Journal of Vocational Behavior;;18791;10.1016/j.jvb.2018.10.004;https://linkinghub.elsevier.com/retrieve/pii/S0001879118301143;The present study tests a process model of emotional intelligence (EI) which distinguishes how individuals deal with their own and others' emotions during work – from week to week. Using dynamic EI theory, we hypothesize that the appraisal of self-emotions versus other-emotions elicits diﬀerent emotion management strategies, respectively proactively seeking social job resources (job crafting) or self- or other-focused emotion regulation. These strategies, in turn, are expected to aﬀect one's level of energy and active learning behavior. In addition, we predict that self-focused emotion regulation qualiﬁes these self- and other-focused EI processes. Multilevel path analyses of 638 weekly diaries ﬁlled out by 226 trainees revealed that weekly appraisal of others' emotions was positively related to weekly active learning, through (a) other-focused emotion regulation and (b) crafting social job resources. Further, weekly appraisal of trainees' own emotions was positively related to their weekly level of energy, through (a) self-focused emotion regulation and (b) crafting social job resources. Consistent with the proposed model, the appraisal of own emotions only fostered job crafting when trainees regulated their emotions. These ﬁndings contribute to the literature by showing the enactment of EI during weekly working life.;2018;06/02/2019 16:30;06/02/2019 16:30;06/02/2019 16:30;137-151;;;109;;;Managing own and others' emotions;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/8CGQE8DZ/Pekaar et al. - 2018 - Managing own and others' emotions A weekly diary .pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U8AEMFEE;journalArticle;2012;Hutto, Daniel D.;Truly Enactive Emotion;Emotion Review;;1754-0739, 1754-0747;10.1177/1754073911430134;http://journals.sagepub.com/doi/10.1177/1754073911430134;Any adequate account of emotion must accommodate the fact that emotions, even those of the most basic kind, exhibit intentionality as well as phenomenality. This article argues that a good place to start in providing such an account is by adjusting Prinz’s (2004) embodied appraisal theory (EAT) of emotions. EAT appeals to teleosemantics in order to account for the world-directed content of embodied appraisals. Although the central idea behind EAT is essentially along the right lines, as it stands Prinz’s proposal needs tweaking in a number of ways. This article focuses on one—the need to free it from its dependence on teleosemantics. EAT, so modified, becomes compatible with a truly enactivist understanding of basic emotions.;2012;06/02/2019 16:30;06/02/2019 16:30;06/02/2019 16:30;176-181;;2;4;;;;;;;;;;en;;;;;Crossref;;;;/Users/xander/Zotero/storage/3Y9AC596/Hutto - 2012 - Truly Enactive Emotion.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEH3JMJ2;bookSection;2010;Colombetti, Giovanna;Enaction, Sense-Making, and Emotion;Enaction;978-0-262-01460-1;;;http://mitpress.universitypressscholarship.com/view/10.7551/mitpress/9780262014601.001.0001/upso-9780262014601-chapter-6;The theory of autopoiesis is central to the enactive approach. Recent works emphasize that the theory of autopoiesis is a theory of sense-making in living systems, i.e. of how living systems produce and consume meaning. In this chapter I first illustrate (some aspects of) these recent works, and interpret their notion of sense-making as a bodily cognitiveemotional form of understanding. Then I turn to modern emotion science, and I illustrate its tendency to over-intellectualize our capacity to evaluate and understand. I show that this overintellectualization goes hand in hand with the rejection of the idea that the body is a vehicle of meaning. I explain why I think that this over-intellectualization is problematic, and try to reconceptualize the notion of evaluation in emotion theory in a way that is consistent and continuous with the autopoietic notion of sense-making.;2010;06/02/2019 16:30;06/02/2019 16:30;06/02/2019 16:30;144-164;;;;;;;;;;;The MIT Press;;en;;;;;Crossref;;DOI: 10.7551/mitpress/9780262014601.003.0006;;/Users/xander/Zotero/storage/RRSF8UD6/Colombetti - 2010 - Enaction, Sense-Making, and Emotion.pdf;;;;"Stewart, John; Gapenne, Olivier; Di Paolo, Ezequiel A.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CWN3BMXS;journalArticle;;"Morse, Anthony; Lowe, Robert; Morse, Anthony";Enacting Emotions;;;;;;;;06/02/2019 16:30;06/02/2019 16:30;;6;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/PBLRC7XJ/Morse et al. - Enacting Emotions.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEUE4HK5;journalArticle;;"Truschzinski, Martina; Klein, Maike";Modeling the Enactive Emotion Theory: Methodological Considerations;;;;;;;;06/02/2019 16:30;06/02/2019 16:30;;6;;;;;;;;;;;;;en;;;;;Zotero;;;;/Users/xander/Zotero/storage/ZYWZ6Y6U/Truschzinski and Klein - Modeling the Enactive Emotion Theory Methodologic.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L3MBVLE4;journalArticle;;Allain, Sébastien;Serious game et perception du réel: lecture documentarisante et potentiel cognitif;;;;;;Serious games for learning, used in the professional world, link both game and work practices. This issue concerns designers as well as training managers and human resources managers, all interested in transferring and evaluating professional skills. But serious games, simulating interpersonal relationships through notions of fiction, immersion, realism or referentiality, are also reactivating some problems encountered by documentary films.;;08/02/2019 14:33;08/02/2019 14:33;;365;;;;;;;;;;;;;fr;;;;;Zotero;;;;/Users/xander/Zotero/storage/AN2KYVRI/Allain - Serious game et perception du réel lecture docume.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3BW85E5T;journalArticle;2010;"Chabert, Ghislaine; Bouillot, Daniel";Du réel au virtuel : Une expérience de visite dans l’exposition;Culture & Musées;;1766-2923;10.3406/pumus.2010.1614;https://www.persee.fr/doc/pumus_1766-2923_2010_num_15_1_1614;"How do visitors to a traditional exhibition react to a virtual exhibition situated within the former ? How does the public view a virtual exhibition setup and what use is made of it ? These questions, involving research on digital works, are addressed in a usage study of an interactive terminal installed as of March 2006 in the permanent exhibition devoted to animated images in Annecy CITIA, City of Moving Images. The research method, traditional in sociological terms but original in its interdisciplinary approach, provides the authors with the opportunity to evaluate their findings in regard to digital works usage and the «usage feeling» of these works. This has opened up research perspectives devoted to the communication properties of the works and the aesthetic emotion felt by the public in the course of their visit to the virtual exhibition setup and the digital works. The research demonstrates that a virtual exhibition has a legitimate place within the traditional exhibition that it serves to enrich and prolong. The terminal’s public is not simply interacting with a multimedia device ; by immersion in the virtual universe, they are transforming the status they have acquired as visitors of a traditional exhibition.";2010;08/02/2019 14:33;08/02/2019 14:33;08/02/2019 14:33;117-135;;1;15;;;Du réel au virtuel;;;;;;;fr;;;;;Crossref;;;;/Users/xander/Zotero/storage/DFYKGNYW/Chabert and Bouillot - 2010 - Du réel au virtuel  Une expérience de visite dans.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ECPXHUIF;journalArticle;2012;Falk, John-H.;Expérience de visite, identités et self-aspects;La Lettre de l’OCIM;;0994-1908, 2108-646X;10.4000/ocim.1061;http://journals.openedition.org/ocim/1061;;2012;08/02/2019 14:33;08/02/2019 14:33;08/02/2019 14:33;mai-14;;141;;;;;;;;;;;fr;;;;;Crossref;;;;/Users/xander/Zotero/storage/SWF8HJZ7/Falk - 2012 - Expérience de visite, identités et self-aspects.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8A2RCSHR;bookSection;2009;Bitbol, Michel;La structure quantique de la connaissance individuelle et sociale;Théorie quantique et sciences humaines;978-2-271-06855-2;;;;;2009;08/02/2019 15:54;08/02/2019 15:56;;103-126;;;;;;;;;;;;Paris;fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CNRS Editions;;;;;;;;;;;;;;;;;;;;;;;;;;
